arm,label,scheme,bin,n,mean_predicted,observed_rate,gap
R4_demo_acq,deterioration_mortality_28d,equal_mass,6,428,0.0186898690926943,0.009345794392523364,-0.009344074700170938
R4_demo_acq,deterioration_mortality_28d,equal_mass,7,429,0.023909838833806492,0.02564102564102564,0.0017311868072191483
R4_demo_acq,deterioration_mortality_28d,equal_mass,8,428,0.02953488621797806,0.035046728971962614,0.005511842753984555
R4_demo_acq,deterioration_mortality_28d,equal_mass,9,429,0.03612167229587286,0.046620046620046623,0.010498374324173762
R4_demo_acq,deterioration_mortality_28d,equal_mass,10,428,0.044455873730070844,0.0397196261682243,-0.0047362475618465474
R4_demo_acq,deterioration_mortality_28d,equal_mass,11,429,0.05548894967242397,0.04195804195804196,-0.013530907714382014
R4_demo_acq,deterioration_mortality_28d,equal_mass,12,428,0.07000583789230375,0.09579439252336448,0.025788554631060737
R4_demo_acq,deterioration_mortality_28d,equal_mass,13,429,0.09398982756290525,0.08391608391608392,-0.010073743646821329
R4_demo_acq,deterioration_mortality_28d,equal_mass,14,429,0.17676861906341299,0.21678321678321677,0.040014597719803785
R4_demo_acq,deterioration_mortality_365d,equal_width,0,290,0.06417573905313625,0.0034482758620689655,-0.06072746319106729
R4_demo_acq,deterioration_mortality_365d,equal_width,1,3343,0.09564452065570261,0.04636553993419085,-0.04927898072151177
R4_demo_acq,deterioration_mortality_365d,equal_width,2,1735,0.16294708575590666,0.19423631123919308,0.031289225483286415
R4_demo_acq,deterioration_mortality_365d,equal_width,3,842,0.2275541510412641,0.3693586698337292,0.1418045187924651
R4_demo_acq,deterioration_mortality_365d,equal_width,4,205,0.2900424070766904,0.4975609756097561,0.20751856853306572
R4_demo_acq,deterioration_mortality_365d,equal_width,5,13,0.34937658114759446,0.7692307692307693,0.4198541880831748
R4_demo_acq,deterioration_mortality_365d,equal_mass,0,428,0.06520076954448084,0.002336448598130841,-0.06286432094635
R4_demo_acq,deterioration_mortality_365d,equal_mass,1,429,0.07193886469067007,0.009324009324009324,-0.06261485536666074
R4_demo_acq,deterioration_mortality_365d,equal_mass,2,428,0.07836794029527198,0.009345794392523364,-0.06902214590274862
R4_demo_acq,deterioration_mortality_365d,equal_mass,3,429,0.08418242337910527,0.027972027972027972,-0.0562103954070773
R4_demo_acq,deterioration_mortality_365d,equal_mass,4,428,0.0916376187652279,0.037383177570093455,-0.054254441195134444
R4_demo_acq,deterioration_mortality_365d,equal_mass,5,429,0.10137280643585321,0.06526806526806526,-0.036104741167787946
R4_demo_acq,deterioration_mortality_365d,equal_mass,6,428,0.11195832606729,0.06542056074766354,-0.04653776531962646
R4_demo_acq,deterioration_mortality_365d,equal_mass,7,429,0.12248516335565607,0.0979020979020979,-0.024583065453558164
R4_demo_acq,deterioration_mortality_365d,equal_mass,8,428,0.13379170867205525,0.10981308411214953,-0.023978624559905723
R4_demo_acq,deterioration_mortality_365d,equal_mass,9,429,0.14680512520853128,0.17249417249417248,0.025689047285641198
R4_demo_acq,deterioration_mortality_365d,equal_mass,10,428,0.16076871557552558,0.2102803738317757,0.04951165825625012
R4_demo_acq,deterioration_mortality_365d,equal_mass,11,429,0.1782528576622376,0.22144522144522144,0.04319236378298383
R4_demo_acq,deterioration_mortality_365d,equal_mass,12,428,0.19947219613611755,0.27102803738317754,0.07155584124705999
R4_demo_acq,deterioration_mortality_365d,equal_mass,13,429,0.22569759953088828,0.34498834498834496,0.11929074545745669
R4_demo_acq,deterioration_mortality_365d,equal_mass,14,429,0.2735368173649187,0.49184149184149184,0.21830467447657315
R5_tabular,deterioration_icu_24h,equal_width,0,4460,0.021973134441974573,0.02040358744394619,-0.0015695469980283837
R5_tabular,deterioration_icu_24h,equal_width,1,643,0.09443768747560599,0.11353032659409021,0.019092639118484217
R5_tabular,deterioration_icu_24h,equal_width,2,273,0.16439789368501476,0.26373626373626374,0.09933837005124899
R5_tabular,deterioration_icu_24h,equal_width,3,155,0.22736441909016947,0.2064516129032258,-0.02091280618694366
R5_tabular,deterioration_icu_24h,equal_width,4,129,0.29629574394456004,0.3023255813953488,0.0060298374507887775
R5_tabular,deterioration_icu_24h,equal_width,5,100,0.36600867775782875,0.38,0.013991322242171256
R5_tabular,deterioration_icu_24h,equal_width,6,78,0.43188125764907753,0.41025641025641024,-0.02162484739266729
R5_tabular,deterioration_icu_24h,equal_width,7,58,0.49833167064325506,0.5,0.0016683293567449353
R5_tabular,deterioration_icu_24h,equal_width,8,49,0.5655441354984152,0.5918367346938775,0.02629259919546234
R5_tabular,deterioration_icu_24h,equal_width,9,74,0.6338133529575808,0.6081081081081081,-0.025705244849472675
R5_tabular,deterioration_icu_24h,equal_width,10,61,0.7006099390476903,0.7868852459016393,0.08627530685394902
R5_tabular,deterioration_icu_24h,equal_width,11,95,0.7646274593202902,0.7789473684210526,0.014319909100762418
R5_tabular,deterioration_icu_24h,equal_width,12,83,0.8349317929465987,0.8433734939759037,0.008441701029304971
R5_tabular,deterioration_icu_24h,equal_width,13,97,0.9017463233426347,0.8969072164948454,-0.004839106847789321
R5_tabular,deterioration_icu_24h,equal_width,14,52,0.950070651407698,0.9230769230769231,-0.026993728330774847
R5_tabular,deterioration_icu_24h,equal_mass,0,427,0.00531612032488507,0.00702576112412178,0.00170964079923671
R5_tabular,deterioration_icu_24h,equal_mass,1,427,0.0076264996531053815,0.00702576112412178,-0.0006007385289836017
R5_tabular,deterioration_icu_24h,equal_mass,2,430,0.009048530039609207,0.0,-0.009048530039609207
R5_tabular,deterioration_icu_24h,equal_mass,3,424,0.011074728806315194,0.007075471698113208,-0.003999257108201986
R5_tabular,deterioration_icu_24h,equal_mass,4,427,0.014473413088254835,0.00234192037470726,-0.012131492713547576
R5_tabular,deterioration_icu_24h,equal_mass,5,427,0.01844118703934113,0.01405152224824356,-0.004389664791097569
R5_tabular,deterioration_icu_24h,equal_mass,6,427,0.02273914008710111,0.0234192037470726,0.0006800636599714922
R5_tabular,deterioration_icu_24h,equal_mass,7,428,0.02844459206678137,0.04906542056074766,0.020620828493966292
R5_tabular,deterioration_icu_24h,equal_mass,8,427,0.03681297498299302,0.0351288056206089,-0.001684169362384122
R5_tabular,deterioration_icu_24h,equal_mass,9,427,0.04823625375600926,0.03278688524590164,-0.01544936851010762
R5_tabular,deterioration_icu_24h,equal_mass,10,429,0.06901472984894812,0.09557109557109557,0.02655636572214745
R5_tabular,deterioration_icu_24h,equal_mass,11,425,0.10761821067601711,0.12470588235294118,0.01708767167692407
R5_tabular,deterioration_icu_24h,equal_mass,12,427,0.19387952452807744,0.24355971896955503,0.04968019444147759
R5_tabular,deterioration_icu_24h,equal_mass,13,427,0.42251579947200296,0.4262295081967213,0.003713708724718323
R5_tabular,deterioration_icu_24h,equal_mass,14,428,0.8119355636900337,0.8200934579439252,0.008157894253891462
R5_tabular,deterioration_mortality_28d,equal_width,0,5563,0.014130317992691764,0.011864102103181737,-0.0022662158895100266
R5_tabular,deterioration_mortality_28d,equal_width,1,420,0.0956129423860537,0.10238095238095238,0.006768009994898683
R5_tabular,deterioration_mortality_28d,equal_width,2,167,0.1634906982203382,0.19161676646706588,0.02812606824672767
R5_tabular,deterioration_mortality_28d,equal_width,3,86,0.22973432249681447,0.36046511627906974,0.13073079378225527
R5_tabular,deterioration_mortality_28d,equal_width,4,45,0.29435712624864535,0.37777777777777777,0.08342065152913242
R5_tabular,deterioration_mortality_28d,equal_width,5,42,0.36740004233287593,0.4523809523809524,0.08498091004807645
R5_tabular,deterioration_mortality_28d,equal_width,6,37,0.43401500383291136,0.43243243243243246,-0.0015825714004789049
R5_tabular,deterioration_mortality_28d,equal_width,7,17,0.49965663314658143,0.6470588235294118,0.14740219038283037
R5_tabular,deterioration_mortality_28d,equal_width,8,17,0.5654193410011626,0.5882352941176471,0.022815953116484433
R5_tabular,deterioration_mortality_28d,equal_width,9,11,0.6477970538670991,0.9090909090909091,0.26129385522381
R5_tabular,deterioration_mortality_28d,equal_width,10,6,0.7052080961247204,0.6666666666666666,-0.03854142945805372
R5_tabular,deterioration_mortality_28d,equal_width,11,9,0.7645132478874566,0.7777777777777778,0.01326452989032123
R5_tabular,deterioration_mortality_28d,equal_width,12,7,0.834526658229383,0.5714285714285714,-0.2630980868008116
R5_tabular,deterioration_mortality_28d,equal_width,13,1,0.9027665913678102,1.0,0.09723340863218977
R5_tabular,deterioration_mortality_28d,equal_mass,0,428,0.0011645353662317315,0.002336448598130841,0.0011719132318991094
R5_tabular,deterioration_mortality_28d,equal_mass,1,429,0.002034952254203491,0.0,-0.002034952254203491
R5_tabular,deterioration_mortality_28d,equal_mass,2,428,0.003136330387678894,0.004672897196261682,0.001536566808582788
R5_tabular,deterioration_mortality_28d,equal_mass,3,429,0.004313661297314306,0.004662004662004662,0.00034834336469035613
R5_tabular,deterioration_mortality_28d,equal_mass,4,428,0.005673415782970952,0.0,-0.005673415782970952
R5_tabular,deterioration_mortality_28d,equal_mass,5,429,0.007309652058986263,0.002331002331002331,-0.004978649727983932
R5_tabular,deterioration_mortality_28d,equal_mass,6,428,0.008745575973404012,0.002336448598130841,-0.006409127375273171
R5_tabular,deterioration_mortality_28d,equal_mass,7,429,0.01087302960139574,0.009324009324009324,-0.0015490202773864158
R5_tabular,deterioration_mortality_28d,equal_mass,8,428,0.013975397995920482,0.014018691588785047,4.329359286456454e-05
R5_tabular,deterioration_mortality_28d,equal_mass,9,429,0.018293793766210088,0.006993006993006993,-0.011300786773203095
R5_tabular,deterioration_mortality_28d,equal_mass,10,428,0.02385821913834067,0.018691588785046728,-0.005166630353293941
R5_tabular,deterioration_mortality_28d,equal_mass,11,429,0.033159075002585844,0.037296037296037296,0.004136962293451452
R5_tabular,deterioration_mortality_28d,equal_mass,12,428,0.052041942548030774,0.0514018691588785,-0.0006400733891522709
R5_tabular,deterioration_mortality_28d,equal_mass,13,429,0.09757203943622487,0.10256410256410256,0.004992063127877686
R5_tabular,deterioration_mortality_28d,equal_mass,14,429,0.3093562961992394,0.3752913752913753,0.06593507909213592
R5_tabular,deterioration_mortality_365d,equal_width,0,3080,0.02866180623153681,0.021753246753246754,-0.006908559478290055
R5_tabular,deterioration_mortality_365d,equal_width,1,1273,0.09448751840514881,0.10604870384917518,0.011561185444026373
R5_tabular,deterioration_mortality_365d,equal_width,2,667,0.16387782226284103,0.17691154422788605,0.013033721965045014
R5_tabular,deterioration_mortality_365d,equal_width,3,402,0.23106742227494875,0.2064676616915423,-0.02459976058340646
R5_tabular,deterioration_mortality_365d,equal_width,4,271,0.29618375917748735,0.36162361623616235,0.065439857058675
R5_tabular,deterioration_mortality_365d,equal_width,5,187,0.36509889846103927,0.46524064171123,0.1001417432501907
R5_tabular,deterioration_mortality_365d,equal_width,6,160,0.4313832266031706,0.4625,0.031116773396829445
R5_tabular,deterioration_mortality_365d,equal_width,7,121,0.4982973939905039,0.5454545454545454,0.047157151464041536
R5_tabular,deterioration_mortality_365d,equal_width,8,97,0.5666048981332029,0.6701030927835051,0.10349819465030219
R5_tabular,deterioration_mortality_365d,equal_width,9,68,0.6339122666639474,0.6617647058823529,0.027852439218405523
R5_tabular,deterioration_mortality_365d,equal_width,10,37,0.6980445846695499,0.5945945945945946,-0.10344999007495526
R5_tabular,deterioration_mortality_365d,equal_width,11,43,0.7648752691107928,0.813953488372093,0.04907821926130018
R5_tabular,deterioration_mortality_365d,equal_width,12,22,0.829330589752781,0.9545454545454546,0.12521486479267363
R5_tabular,deterioration_mortality_365d,equal_mass,0,428,0.00833068434626288,0.016355140186915886,0.008024455840653007
R5_tabular,deterioration_mortality_365d,equal_mass,1,430,0.013081490200460972,0.002325581395348837,-0.010755908805112135
R5_tabular,deterioration_mortality_365d,equal_mass,2,429,0.018233238130384716,0.004662004662004662,-0.013571233468380054
R5_tabular,deterioration_mortality_365d,equal_mass,3,427,0.02505793013116326,0.01639344262295082,-0.00866448750821244
R5_tabular,deterioration_mortality_365d,equal_mass,4,428,0.03273706085926226,0.02336448598130841,-0.009372574877953847
R5_tabular,deterioration_mortality_365d,equal_mass,5,429,0.041323061609294394,0.03263403263403263,-0.008689028975261762
R5_tabular,deterioration_mortality_365d,equal_mass,6,428,0.055042235386902186,0.04906542056074766,-0.005976814826154524
R5_tabular,deterioration_mortality_365d,equal_mass,7,429,0.07060878543060149,0.05827505827505827,-0.01233372715554322
R5_tabular,deterioration_mortality_365d,equal_mass,8,428,0.08792069467850397,0.11448598130841121,0.026565286629907245
R5_tabular,deterioration_mortality_365d,equal_mass,9,429,0.11358619712987296,0.1282051282051282,0.014618931075255234
R5_tabular,deterioration_mortality_365d,equal_mass,10,428,0.14536001404674517,0.16121495327102803,0.015854939224282855
R5_tabular,deterioration_mortality_365d,equal_mass,11,429,0.1895184209847649,0.1794871794871795,-0.010031241497585414
R5_tabular,deterioration_mortality_365d,equal_mass,12,428,0.2549576559819074,0.2780373831775701,0.023079727195662703
R5_tabular,deterioration_mortality_365d,equal_mass,13,429,0.36668281949075743,0.43123543123543123,0.0645526117446738
R5_tabular,deterioration_mortality_365d,equal_mass,14,429,0.5921560522736126,0.6410256410256411,0.048869588752028514
R6_waveform,deterioration_icu_24h,equal_width,0,13,0.05985786645458294,0.0,-0.05985786645458294
R6_waveform,deterioration_icu_24h,equal_width,1,783,0.10829278283572892,0.010217113665389528,-0.09807566917033939
R6_waveform,deterioration_icu_24h,equal_width,2,1584,0.16813829339231648,0.030934343434343436,-0.13720394995797305
R6_waveform,deterioration_icu_24h,equal_width,3,1486,0.232299763104636,0.06729475100942127,-0.16500501209521473
R6_waveform,deterioration_icu_24h,equal_width,4,1208,0.29853542180892234,0.1390728476821192,-0.15946257412680315
R6_waveform,deterioration_icu_24h,equal_width,5,688,0.36345466857905984,0.24709302325581395,-0.11636164532324589
R6_waveform,deterioration_icu_24h,equal_width,6,415,0.42949987318142346,0.4072289156626506,-0.022270957518772838
R6_waveform,deterioration_icu_24h,equal_width,7,182,0.49475660353571504,0.5989010989010989,0.10414449536538384
R6_waveform,deterioration_icu_24h,equal_width,8,39,0.5529667615890503,0.6923076923076923,0.13934093071864195
R6_waveform,deterioration_icu_24h,equal_width,9,9,0.6185527973704867,0.7777777777777778,0.15922498040729105
R6_waveform,deterioration_icu_24h,equal_mass,0,427,0.09349805080883682,0.00468384074941452,-0.08881421005942229
R6_waveform,deterioration_icu_24h,equal_mass,1,427,0.12521657646749298,0.01405152224824356,-0.11116505421924942
R6_waveform,deterioration_icu_24h,equal_mass,2,427,0.14634832811718532,0.01639344262295082,-0.1299548854942345
R6_waveform,deterioration_icu_24h,equal_mass,3,427,0.1647931243308255,0.03278688524590164,-0.13200623908492384
R6_waveform,deterioration_icu_24h,equal_mass,4,427,0.18218708726505498,0.04215456674473068,-0.1400325205203243
R6_waveform,deterioration_icu_24h,equal_mass,5,427,0.19883144806363826,0.0351288056206089,-0.16370264244302934
R6_waveform,deterioration_icu_24h,equal_mass,6,427,0.21609534614259257,0.06557377049180328,-0.15052157565078927
R6_waveform,deterioration_icu_24h,equal_mass,7,428,0.2352532771076556,0.06775700934579439,-0.16749626776186122
R6_waveform,deterioration_icu_24h,equal_mass,8,427,0.25606915317039586,0.08430913348946135,-0.17176001968093452
R6_waveform,deterioration_icu_24h,equal_mass,9,427,0.27616297069422246,0.10772833723653395,-0.1684346334576885
R6_waveform,deterioration_icu_24h,equal_mass,10,427,0.29872834051520836,0.12646370023419204,-0.17226464028101632
R6_waveform,deterioration_icu_24h,equal_mass,11,427,0.32347492590302324,0.1873536299765808,-0.13612129592644243
R6_waveform,deterioration_icu_24h,equal_mass,12,427,0.3551646686689079,0.21779859484777517,-0.13736607382113272
R6_waveform,deterioration_icu_24h,equal_mass,13,427,0.40103972774757984,0.32786885245901637,-0.07317087528856348
R6_waveform,deterioration_icu_24h,equal_mass,14,428,0.4800480621440389,0.5584112149532711,0.07836315280923217
R6_waveform,deterioration_mortality_28d,equal_width,0,1350,0.04405403324916815,0.002962962962962963,-0.041091070286205185
R6_waveform,deterioration_mortality_28d,equal_width,1,1835,0.09865387883879842,0.008174386920980926,-0.0904794919178175
R6_waveform,deterioration_mortality_28d,equal_width,2,1350,0.164545547917485,0.02148148148148148,-0.1430640664360035
R6_waveform,deterioration_mortality_28d,equal_width,3,1024,0.23082073952973595,0.0634765625,-0.16734417702973595
R6_waveform,deterioration_mortality_28d,equal_width,4,491,0.2977239284338143,0.1120162932790224,-0.18570763515479188
R6_waveform,deterioration_mortality_28d,equal_width,5,252,0.3604914416159901,0.21031746031746032,-0.1501739812985298
R6_waveform,deterioration_mortality_28d,equal_width,6,106,0.4253432046692326,0.37735849056603776,-0.047984714103194825
R6_waveform,deterioration_mortality_28d,equal_width,7,18,0.48776830269230737,0.5,0.012231697307692635
R6_waveform,deterioration_mortality_28d,equal_width,8,2,0.5375623583793641,0.5,-0.03756235837936406
R6_waveform,deterioration_mortality_28d,equal_mass,0,428,0.026674214064330747,0.002336448598130841,-0.024337765466199906
R6_waveform,deterioration_mortality_28d,equal_mass,1,429,0.0441562406666629,0.004662004662004662,-0.039494236004658234
R6_waveform,deterioration_mortality_28d,equal_mass,2,428,0.058038359397160635,0.002336448598130841,-0.055701910799029794
R6_waveform,deterioration_mortality_28d,equal_mass,3,429,0.0722631930584188,0.004662004662004662,-0.06760118839641414
R6_waveform,deterioration_mortality_28d,equal_mass,4,428,0.0865699957768981,0.011682242990654205,-0.07488775278624389
R6_waveform,deterioration_mortality_28d,equal_mass,5,429,0.10103272112794125,0.004662004662004662,-0.09637071646593659
R6_waveform,deterioration_mortality_28d,equal_mass,6,428,0.11651127560186063,0.007009345794392523,-0.1095019298074681
R6_waveform,deterioration_mortality_28d,equal_mass,7,429,0.1343765802264631,0.016317016317016316,-0.11805956390944677
R6_waveform,deterioration_mortality_28d,equal_mass,8,428,0.1531824066764981,0.016355140186915886,-0.1368272664895822
R6_waveform,deterioration_mortality_28d,equal_mass,9,429,0.17430107975096423,0.018648018648018648,-0.15565306110294558
R6_waveform,deterioration_mortality_28d,equal_mass,10,428,0.1980852244787404,0.04205607476635514,-0.15602914971238527
R6_waveform,deterioration_mortality_28d,equal_mass,11,429,0.22249324535712217,0.055944055944055944,-0.16654918941306623
R6_waveform,deterioration_mortality_28d,equal_mass,12,428,0.2506092776239754,0.0794392523364486,-0.17117002528752678
R6_waveform,deterioration_mortality_28d,equal_mass,13,429,0.29479361479376853,0.11655011655011654,-0.178243498243652
R6_waveform,deterioration_mortality_28d,equal_mass,14,429,0.37893363499974847,0.2494172494172494,-0.12951638558249906
R6_waveform,deterioration_mortality_365d,equal_width,0,202,0.05272470482874033,0.024752475247524754,-0.027972229581215577
R6_waveform,deterioration_mortality_365d,equal_width,1,997,0.10335154561185768,0.009027081243731194,-0.09432446436812648
R6_waveform,deterioration_mortality_365d,equal_width,2,1221,0.16689493590012433,0.027846027846027847,-0.13904890805409648
R6_waveform,deterioration_mortality_365d,equal_width,3,1214,0.23265345580262156,0.06589785831960461,-0.16675559748301694
R6_waveform,deterioration_mortality_365d,equal_width,4,1050,0.2995707729657493,0.1419047619047619,-0.1576660110609874
R6_waveform,deterioration_mortality_365d,equal_width,5,853,0.36434697271231936,0.25791324736225085,-0.10643372535006851
R6_waveform,deterioration_mortality_365d,equal_width,6,504,0.42899731396446167,0.39087301587301587,-0.038124298091445796
R6_waveform,deterioration_mortality_365d,equal_width,7,286,0.49301974239882884,0.513986013986014,0.020966271587185115
R6_waveform,deterioration_mortality_365d,equal_width,8,87,0.556639548211262,0.7241379310344828,0.16749838282322072
R6_waveform,deterioration_mortality_365d,equal_width,9,14,0.6203958315508705,0.8571428571428571,0.23674702559198657
R6_waveform,deterioration_mortality_365d,equal_mass,0,428,0.06538233724292195,0.016355140186915886,-0.049027197056006055
R6_waveform,deterioration_mortality_365d,equal_mass,1,429,0.1006509833819383,0.004662004662004662,-0.09598897871993364
R6_waveform,deterioration_mortality_365d,equal_mass,2,428,0.12654840909640924,0.014018691588785047,-0.1125297175076242
R6_waveform,deterioration_mortality_365d,equal_mass,3,429,0.15045549109369724,0.02097902097902098,-0.12947647011467625
R6_waveform,deterioration_mortality_365d,equal_mass,4,428,0.17329630058989898,0.028037383177570093,-0.14525891741232888
R6_waveform,deterioration_mortality_365d,equal_mass,5,429,0.19644192547161823,0.04428904428904429,-0.15215288118257395
R6_waveform,deterioration_mortality_365d,equal_mass,6,428,0.21949597165754442,0.04439252336448598,-0.17510344829305843
R6_waveform,deterioration_mortality_365d,equal_mass,7,429,0.24260511494704068,0.07925407925407925,-0.16335103569296144
R6_waveform,deterioration_mortality_365d,equal_mass,8,428,0.26700915924021,0.09579439252336448,-0.17121476671684555
R6_waveform,deterioration_mortality_365d,equal_mass,9,429,0.2934982724956701,0.14685314685314685,-0.14664512564252327
R6_waveform,deterioration_mortality_365d,equal_mass,10,428,0.32158962577999195,0.16121495327102803,-0.16037467250896392
R6_waveform,deterioration_mortality_365d,equal_mass,11,429,0.3500927467376758,0.2540792540792541,-0.09601349265842174
R6_waveform,deterioration_mortality_365d,equal_mass,12,428,0.38351447841274416,0.2733644859813084,-0.11014999243143575
R6_waveform,deterioration_mortality_365d,equal_mass,13,429,0.4277690598458956,0.38927738927738925,-0.03849167056850633
R6_waveform,deterioration_mortality_365d,equal_mass,14,429,0.5071454245866316,0.5641025641025641,0.05695713951593251
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,0,46,0.06005071366772702,0.0,-0.06005071366772702
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,1,1190,0.1062675601494411,0.008403361344537815,-0.09786419880490328
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,2,1606,0.16661847488743586,0.024283935242839352,-0.14233453964459652
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,3,1296,0.231110187771696,0.06558641975308642,-0.16552376801860957
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,4,892,0.2977049450736676,0.14237668161434977,-0.15532826345931786
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,5,590,0.36349834957365273,0.22203389830508474,-0.141464451268568
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,6,400,0.43025346353650085,0.415,-0.015253463536500866
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,7,227,0.49527296723248176,0.5726872246696035,0.07741425743712177
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,8,110,0.5605303777347913,0.7090909090909091,0.1485605313561178
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,9,40,0.6260789397358896,0.85,0.2239210602641104
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,10,9,0.6942595110999212,0.7777777777777778,0.08351826667785656
R7_waveform_demo_acq,deterioration_icu_24h,equal_width,11,1,0.742427933216095,0.0,-0.742427933216095
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,0,427,0.08243811782493106,0.00234192037470726,-0.0800961974502238
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,1,427,0.10828229118077483,0.0117096018735363,-0.09657268930723853
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,2,427,0.12603913068910963,0.00936768149882904,-0.1166714491902806
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,3,427,0.14413437390355377,0.01873536299765808,-0.1253990109058957
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,4,427,0.16146863826334612,0.01873536299765808,-0.14273327526568805
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,5,427,0.17942136779811405,0.03044496487119438,-0.14897640292691966
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,6,427,0.19752978433351043,0.02576112412177986,-0.17176866021173057
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,7,428,0.21558485430116955,0.08411214953271028,-0.1314727047684593
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,8,427,0.23773619975083327,0.06088992974238876,-0.1768462700084445
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,9,427,0.2618133955663483,0.08665105386416862,-0.1751623417021797
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,10,427,0.28946166204624457,0.12646370023419204,-0.16299796181205253
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,11,427,0.323276884131465,0.16627634660421545,-0.15700053752724955
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,12,427,0.3643405267170495,0.2459016393442623,-0.11843888737278718
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,13,427,0.4214417508391085,0.3747072599531616,-0.04673449088594689
R7_waveform_demo_acq,deterioration_icu_24h,equal_mass,14,428,0.525964752689143,0.6261682242990654,0.10020347160992238
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,0,1235,0.04821240222888433,0.004858299595141701,-0.043354102633742626
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,1,2117,0.09828139072038616,0.004251299008030231,-0.09403009171235593
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,2,1388,0.16468040435132072,0.023054755043227664,-0.14162564930809307
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,3,842,0.2308175329818012,0.05344418052256532,-0.17737335245923586
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,4,496,0.2970678412145184,0.14919354838709678,-0.14787429282742162
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,5,253,0.36237890769841646,0.25691699604743085,-0.10546191165098562
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,6,71,0.4298476279621392,0.3380281690140845,-0.09181945894805471
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,7,20,0.4977120760083199,0.65,0.15228792399168012
R7_waveform_demo_acq,deterioration_mortality_28d,equal_width,8,6,0.5776737680037816,0.5,-0.07767376800378156
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,0,428,0.03458837450908447,0.0,-0.03458837450908447
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,1,429,0.04983005399157952,0.006993006993006993,-0.04283704699857253
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,2,428,0.062456658616592366,0.007009345794392523,-0.05544731282219984
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,3,429,0.07455314654674564,0.0,-0.07455314654674564
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,4,428,0.08725601445848706,0.004672897196261682,-0.08258311726222538
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,5,429,0.09928038326767229,0.002331002331002331,-0.09694938093666995
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,6,428,0.11272012865710479,0.002336448598130841,-0.11038368005897395
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,7,429,0.12764346606525784,0.011655011655011656,-0.11598845441024619
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,8,428,0.14516367769547725,0.007009345794392523,-0.13815433190108473
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,9,429,0.16500689451580552,0.030303030303030304,-0.13470386421277522
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,10,428,0.18702889738308504,0.035046728971962614,-0.15198216841112241
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,11,429,0.21302764006566896,0.05128205128205128,-0.16174558878361767
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,12,428,0.24566993145185087,0.0514018691588785,-0.19426806229297236
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,13,429,0.2908301093014247,0.13986013986013987,-0.15096996944128485
R7_waveform_demo_acq,deterioration_mortality_28d,equal_mass,14,429,0.3762048733679011,0.28205128205128205,-0.09415359131661905
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,0,70,0.060021788477897645,0.014285714285714285,-0.04573607419218336
R7_waveform_demo_acq,deterioration_mortality_365d,equal_width,1,1004,0.10433312705550998,0.0069721115537848604,-0.09736101550172513
