arm,label,scheme,bin,n,mean_predicted,observed_rate,gap
R2_demo,deterioration_mortality_28d,equal_mass,4,442,0.03447831201763222,0.01809954751131222,-0.01637876450632
R2_demo,deterioration_mortality_28d,equal_mass,5,396,0.03577789645578008,0.030303030303030304,-0.005474866152749773
R2_demo,deterioration_mortality_28d,equal_mass,6,453,0.0369684228104425,0.05518763796909492,0.01821921515865242
R2_demo,deterioration_mortality_28d,equal_mass,7,409,0.037896428446820576,0.039119804400977995,0.0012233759541574185
R2_demo,deterioration_mortality_28d,equal_mass,8,448,0.03994260006294735,0.04241071428571429,0.0024681142227669373
R2_demo,deterioration_mortality_28d,equal_mass,9,406,0.041902878317126524,0.046798029556650245,0.004895151239523721
R2_demo,deterioration_mortality_28d,equal_mass,10,457,0.04282630404859533,0.045951859956236324,0.0031255559076409922
R2_demo,deterioration_mortality_28d,equal_mass,11,412,0.044636373591166865,0.05339805825242718,0.008761684661260316
R2_demo,deterioration_mortality_28d,equal_mass,12,438,0.04770911103632269,0.0684931506849315,0.02078403964860881
R2_demo,deterioration_mortality_28d,equal_mass,13,401,0.05042103262229737,0.0798004987531172,0.029379466130819834
R2_demo,deterioration_mortality_28d,equal_mass,14,429,0.06133037825552096,0.11655011655011654,0.05521973829459558
R2_demo,deterioration_mortality_365d,equal_width,1,3420,0.0992545842419378,0.06023391812865497,-0.03902066611328282
R2_demo,deterioration_mortality_365d,equal_width,2,2385,0.16407908057348172,0.19454926624737945,0.030470185673897726
R2_demo,deterioration_mortality_365d,equal_width,3,507,0.23708448814295507,0.388560157790927,0.15147566964797193
R2_demo,deterioration_mortality_365d,equal_width,4,116,0.280396265852798,0.4224137931034483,0.1420175272506503
R2_demo,deterioration_mortality_365d,equal_mass,0,504,0.0722263105833315,0.007936507936507936,-0.06428980264682356
R2_demo,deterioration_mortality_365d,equal_mass,1,431,0.0760127048489015,0.018561484918793503,-0.057451219930108
R2_demo,deterioration_mortality_365d,equal_mass,2,361,0.08540580108775436,0.027700831024930747,-0.057704970062823616
R2_demo,deterioration_mortality_365d,equal_mass,3,423,0.09439572825302536,0.06382978723404255,-0.030565941018982815
R2_demo,deterioration_mortality_365d,equal_mass,4,507,0.10436362307879571,0.045364891518737675,-0.05899873156005803
R2_demo,deterioration_mortality_365d,equal_mass,5,397,0.11528000730017077,0.08312342569269521,-0.03215658160747556
R2_demo,deterioration_mortality_365d,equal_mass,6,410,0.12372928832643408,0.14390243902439023,0.020173150697956152
R2_demo,deterioration_mortality_365d,equal_mass,7,596,0.13138236628175912,0.11577181208053691,-0.015610554201222204
R2_demo,deterioration_mortality_365d,equal_mass,8,254,0.1461358041547732,0.14960629921259844,0.0034704950578252347
