arm,label,unit,threshold,net_benefit,net_benefit_treat_all,net_benefit_treat_none,flagged_fraction,prevalence,n_items,n_groups
R3_acqctx_pre,deterioration_icu_24h,record,0.29,0.02290188768006823,-0.23104790754830212,0.0,0.11830810051506165,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.3,0.022029476688443437,-0.2486343062275636,0.0,0.11144061183081005,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.31,0.020222446916076844,-0.2667304555931805,0.0,0.103012330263774,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.32,0.01948236763099184,-0.28535884464602135,0.0,0.0961448415795224,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.33,0.017133778586387552,-0.30454330501387245,0.0,0.08818479787732168,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.34,0.017253855867871787,-0.3243091126655978,0.0,0.0789761198688934,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.35,0.016064160593581536,-0.3446830990142992,0.0,0.07273294833775558,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.36,0.013169189948493833,-0.36569377243639767,0.0,0.06633369751833931,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.37,0.01204535713666352,-0.3873714513639595,0.0,0.0583736538161386,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.38,0.01011494484359345,-0.4097484102569266,0.0,0.05291087872639301,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.39,0.009362198619849705,-0.43285903993326974,0.0,0.0497892929608241,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.4,0.00920867800842828,-0.45674002393215757,0.0,0.04432651787107851,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.41,0.008727213085264267,-0.4814305328123634,0.0,0.04073669424067426,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.42,0.008169943434713113,-0.5069724385505077,0.0,0.0377711877633838,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.43,0.007105714966360808,-0.533410551507534,0.0,0.03667863274543468,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.44,0.007525251399139335,-0.5607928827844544,0.0,0.03511783986265023,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.45,0.007080324077358573,-0.5891709351987171,0.0,0.0326205712501951,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.46,0.006780777968541351,-0.6186000265912861,0.0,0.031059778367410643,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.47,0.00548927911983061,-0.6491396497345179,0.0,0.029342906196347746,0.12595598564070548,6407,3626
R3_acqctx_pre,deterioration_icu_24h,record,0.48,0.005138610414090359,-0.680853873767874,0.0,0.028250351178398626,0.12595598564070548,6407,3626
