table,row_key,column,text,value,format,source_file,source_key,source_column,aggregate,unit
T1b,R3_acqctx_pre|deterioration_mortality_28d,estimate,0.7903,0.79034374590703,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=auroc,ci_hi,,record
T1b,R3_acqctx_pre|deterioration_mortality_28d,recovery,0.7448,0.7448411647315732,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=recovery_ratio,estimate,,record
T1b,R3_acqctx_pre|deterioration_mortality_28d,recovery,0.6515,0.6514658658043114,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=recovery_ratio,ci_lo,,record
T1b,R3_acqctx_pre|deterioration_mortality_28d,recovery,0.8382,0.8382008343359183,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=recovery_ratio,ci_hi,,record
T1b,R3_acqctx_pre - R9_triage|deterioration_mortality_28d,estimate,+0.0467,0.0466570615032121,+.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre - R9_triage;label=deterioration_mortality_28d;quantity=paired_difference,estimate,,record
T1b,R3_acqctx_pre - R9_triage|deterioration_mortality_28d,estimate,+0.0266,0.0266176514374124,+.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre - R9_triage;label=deterioration_mortality_28d;quantity=paired_difference,ci_lo,,record
T1b,R3_acqctx_pre - R9_triage|deterioration_mortality_28d,estimate,+0.0675,0.0674814779626241,+.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre - R9_triage;label=deterioration_mortality_28d;quantity=paired_difference,ci_hi,,record
T1b,R9_triage|deterioration_mortality_365d,estimate,0.6298,0.6297913524125212,.4f,results/exploratory_triage.csv,arm=R9_triage;label=deterioration_mortality_365d;quantity=auroc,estimate,,record
T1b,R9_triage|deterioration_mortality_365d,estimate,0.6095,0.6095396829967432,.4f,results/exploratory_triage.csv,arm=R9_triage;label=deterioration_mortality_365d;quantity=auroc,ci_lo,,record
T1b,R9_triage|deterioration_mortality_365d,estimate,0.6502,0.6502200048514968,.4f,results/exploratory_triage.csv,arm=R9_triage;label=deterioration_mortality_365d;quantity=auroc,ci_hi,,record
T1b,R9_triage|deterioration_mortality_365d,recovery,0.3940,0.3939984151453424,.4f,results/exploratory_triage.csv,arm=R9_triage;label=deterioration_mortality_365d;quantity=recovery_ratio,estimate,,record
T1b,R9_triage|deterioration_mortality_365d,recovery,0.3331,0.3330509139906335,.4f,results/exploratory_triage.csv,arm=R9_triage;label=deterioration_mortality_365d;quantity=recovery_ratio,ci_lo,,record
T1b,R9_triage|deterioration_mortality_365d,recovery,0.4574,0.4574370529266497,.4f,results/exploratory_triage.csv,arm=R9_triage;label=deterioration_mortality_365d;quantity=recovery_ratio,ci_hi,,record
T1b,R2_demo|deterioration_mortality_365d,estimate,0.7458,0.7457553903828724,.4f,results/exploratory_triage.csv,arm=R2_demo;label=deterioration_mortality_365d;quantity=auroc,estimate,,record
T1b,R2_demo|deterioration_mortality_365d,estimate,0.7205,0.7205256134194865,.4f,results/exploratory_triage.csv,arm=R2_demo;label=deterioration_mortality_365d;quantity=auroc,ci_lo,,record
T1b,R2_demo|deterioration_mortality_365d,estimate,0.7696,0.7695757116132945,.4f,results/exploratory_triage.csv,arm=R2_demo;label=deterioration_mortality_365d;quantity=auroc,ci_hi,,record
T1b,R3_acqctx_pre|deterioration_mortality_365d,estimate,0.7241,0.7241058215184337,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=auroc,estimate,,record
T1b,R3_acqctx_pre|deterioration_mortality_365d,estimate,0.7029,0.7029247799287801,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=auroc,ci_lo,,record
T1b,R3_acqctx_pre|deterioration_mortality_365d,estimate,0.7441,0.7441125634113148,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=auroc,ci_hi,,record
T1b,R3_acqctx_pre|deterioration_mortality_365d,recovery,0.6803,0.6803021685332998,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=recovery_ratio,estimate,,record
T1b,R3_acqctx_pre|deterioration_mortality_365d,recovery,0.6149,0.6149324821071007,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=recovery_ratio,ci_lo,,record
T1b,R3_acqctx_pre|deterioration_mortality_365d,recovery,0.7476,0.7476139961098882,.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=recovery_ratio,ci_hi,,record
T1b,R3_acqctx_pre - R9_triage|deterioration_mortality_365d,estimate,+0.0943,0.0943144691059125,+.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre - R9_triage;label=deterioration_mortality_365d;quantity=paired_difference,estimate,,record
T1b,R3_acqctx_pre - R9_triage|deterioration_mortality_365d,estimate,+0.0736,0.0735876933389391,+.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre - R9_triage;label=deterioration_mortality_365d;quantity=paired_difference,ci_lo,,record
T1b,R3_acqctx_pre - R9_triage|deterioration_mortality_365d,estimate,+0.1146,0.1145678253263844,+.4f,results/exploratory_triage.csv,arm=R3_acqctx_pre - R9_triage;label=deterioration_mortality_365d;quantity=paired_difference,ci_hi,,record
T11,R3_acqctx_pre|deterioration_icu_24h,estimate,0.7972,0.7971999468932555,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=auroc;question=calendar_features,estimate,,record
T11,R3_acqctx_pre|deterioration_icu_24h,estimate,0.7806,0.7806223460225721,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=auroc;question=calendar_features,ci_lo,,record
T11,R3_acqctx_pre|deterioration_icu_24h,estimate,0.8138,0.8138348456761821,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=auroc;question=calendar_features,ci_hi,,record
T11,R10_acqctx_informative|deterioration_icu_24h,estimate,0.7979,0.7979123517436715,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_icu_24h;quantity=auroc;question=calendar_features,estimate,,record
T11,R10_acqctx_informative|deterioration_icu_24h,estimate,0.7810,0.7810274735477026,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_icu_24h;quantity=auroc;question=calendar_features,ci_lo,,record
T11,R10_acqctx_informative|deterioration_icu_24h,estimate,0.8147,0.8147311156599866,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_icu_24h;quantity=auroc;question=calendar_features,ci_hi,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_icu_24h,estimate,-0.0007,-0.000712404850416,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_icu_24h;quantity=paired_difference;question=calendar_features,estimate,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_icu_24h,estimate,-0.0028,-0.0028416432227637,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_icu_24h;quantity=paired_difference;question=calendar_features,ci_lo,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_icu_24h,estimate,+0.0013,0.0013124751875841,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_icu_24h;quantity=paired_difference;question=calendar_features,ci_hi,,record
T11,R3_acqctx_pre|deterioration_mortality_28d,estimate,0.7587,0.7586963387905765,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=auroc;question=calendar_features,estimate,,record
T11,R3_acqctx_pre|deterioration_mortality_28d,estimate,0.7264,0.7263843102091624,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=auroc;question=calendar_features,ci_lo,,record
T11,R3_acqctx_pre|deterioration_mortality_28d,estimate,0.7903,0.79034374590703,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=auroc;question=calendar_features,ci_hi,,record
T11,R10_acqctx_informative|deterioration_mortality_28d,estimate,0.7530,0.7530495095433332,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_mortality_28d;quantity=auroc;question=calendar_features,estimate,,record
T11,R10_acqctx_informative|deterioration_mortality_28d,estimate,0.7181,0.7181224453367561,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_mortality_28d;quantity=auroc;question=calendar_features,ci_lo,,record
T11,R10_acqctx_informative|deterioration_mortality_28d,estimate,0.7868,0.7868048637571119,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_mortality_28d;quantity=auroc;question=calendar_features,ci_hi,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_mortality_28d,estimate,+0.0056,0.0056468292472433,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_mortality_28d;quantity=paired_difference;question=calendar_features,estimate,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_mortality_28d,estimate,-0.0037,-0.0036946561197651,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_mortality_28d;quantity=paired_difference;question=calendar_features,ci_lo,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_mortality_28d,estimate,+0.0156,0.0155847914424403,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_mortality_28d;quantity=paired_difference;question=calendar_features,ci_hi,,record
T11,R3_acqctx_pre|deterioration_mortality_365d,estimate,0.7241,0.7241058215184337,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=auroc;question=calendar_features,estimate,,record
T11,R3_acqctx_pre|deterioration_mortality_365d,estimate,0.7029,0.7029247799287801,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=auroc;question=calendar_features,ci_lo,,record
T11,R3_acqctx_pre|deterioration_mortality_365d,estimate,0.7441,0.7441125634113148,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=auroc;question=calendar_features,ci_hi,,record
T11,R10_acqctx_informative|deterioration_mortality_365d,estimate,0.7259,0.7259136081023697,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_mortality_365d;quantity=auroc;question=calendar_features,estimate,,record
T11,R10_acqctx_informative|deterioration_mortality_365d,estimate,0.7046,0.7045664550804259,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_mortality_365d;quantity=auroc;question=calendar_features,ci_lo,,record
T11,R10_acqctx_informative|deterioration_mortality_365d,estimate,0.7463,0.746318415486599,.4f,results/exploratory_sensitivities.csv,arm=R10_acqctx_informative;label=deterioration_mortality_365d;quantity=auroc;question=calendar_features,ci_hi,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_mortality_365d,estimate,-0.0018,-0.0018077865839359,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_mortality_365d;quantity=paired_difference;question=calendar_features,estimate,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_mortality_365d,estimate,-0.0042,-0.0042000952385686,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_mortality_365d;quantity=paired_difference;question=calendar_features,ci_lo,,record
T11,R3_acqctx_pre - R10_acqctx_informative|deterioration_mortality_365d,estimate,+0.0006,0.0006139453856256,+.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre - R10_acqctx_informative;label=deterioration_mortality_365d;quantity=paired_difference;question=calendar_features,ci_hi,,record
T12,R3_acqctx_pre|deterioration_icu_24h,recovery,0.9366,0.9365935093543872,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R3_acqctx_pre|deterioration_icu_24h,recovery,0.8758,0.8757675536653107,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R3_acqctx_pre|deterioration_icu_24h,recovery,0.9995,0.9995075881913936,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R3s_acqctx_shared|deterioration_icu_24h,recovery,0.9435,0.9434510921296788,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R3s_acqctx_shared|deterioration_icu_24h,recovery,0.8827,0.8826600226337161,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R3s_acqctx_shared|deterioration_icu_24h,recovery,1.0069,1.006878983001188,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R3_acqctx_pre|deterioration_mortality_28d,recovery,0.7448,0.7448411647315732,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R3_acqctx_pre|deterioration_mortality_28d,recovery,0.6515,0.6514658658043114,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R3_acqctx_pre|deterioration_mortality_28d,recovery,0.8382,0.8382008343359183,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R3s_acqctx_shared|deterioration_mortality_28d,recovery,0.7566,0.7566346370373181,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R3s_acqctx_shared|deterioration_mortality_28d,recovery,0.6640,0.6639771386580325,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R3s_acqctx_shared|deterioration_mortality_28d,recovery,0.8498,0.8498260578674218,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R3_acqctx_pre|deterioration_mortality_365d,recovery,0.6803,0.6803021685332998,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R3_acqctx_pre|deterioration_mortality_365d,recovery,0.6149,0.6149324821071007,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R3_acqctx_pre|deterioration_mortality_365d,recovery,0.7476,0.7476139961098882,.4f,results/exploratory_sensitivities.csv,arm=R3_acqctx_pre;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R3s_acqctx_shared|deterioration_mortality_365d,recovery,0.6838,0.6838245019973016,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R3s_acqctx_shared|deterioration_mortality_365d,recovery,0.6176,0.6176231190058438,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R3s_acqctx_shared|deterioration_mortality_365d,recovery,0.7514,0.7513809547816648,.4f,results/exploratory_sensitivities.csv,arm=R3s_acqctx_shared;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R4_demo_acq|deterioration_icu_24h,recovery,0.9749,0.9749106192116914,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R4_demo_acq|deterioration_icu_24h,recovery,0.9155,0.9154754446133734,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R4_demo_acq|deterioration_icu_24h,recovery,1.0376,1.037608594951538,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R4s_demo_acq_shared|deterioration_icu_24h,recovery,0.9782,0.9781574064195176,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R4s_demo_acq_shared|deterioration_icu_24h,recovery,0.9190,0.9190201882080448,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R4s_demo_acq_shared|deterioration_icu_24h,recovery,1.0407,1.040681458263318,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_icu_24h;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R4_demo_acq|deterioration_mortality_28d,recovery,0.8931,0.8930882780529596,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R4_demo_acq|deterioration_mortality_28d,recovery,0.8095,0.8095217460019601,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R4_demo_acq|deterioration_mortality_28d,recovery,0.9769,0.9768514704429524,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R4s_demo_acq_shared|deterioration_mortality_28d,recovery,0.8890,0.8889779479582512,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R4s_demo_acq_shared|deterioration_mortality_28d,recovery,0.8069,0.8069146655882556,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R4s_demo_acq_shared|deterioration_mortality_28d,recovery,0.9713,0.9712958605545172,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_mortality_28d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R4_demo_acq|deterioration_mortality_365d,recovery,0.9206,0.920644235000998,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R4_demo_acq|deterioration_mortality_365d,recovery,0.8568,0.8567543809917325,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R4_demo_acq|deterioration_mortality_365d,recovery,0.9849,0.9848751877758072,.4f,results/exploratory_sensitivities.csv,arm=R4_demo_acq;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T12,R4s_demo_acq_shared|deterioration_mortality_365d,recovery,0.9220,0.9220024241782924,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,estimate,,record
T12,R4s_demo_acq_shared|deterioration_mortality_365d,recovery,0.8553,0.8552899497793659,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_lo,,record
T12,R4s_demo_acq_shared|deterioration_mortality_365d,recovery,0.9879,0.9878519065955638,.4f,results/exploratory_sensitivities.csv,arm=R4s_demo_acq_shared;label=deterioration_mortality_365d;quantity=recovery_ratio;question=shared_configuration,ci_hi,,record
T13,R1_prevalence|deterioration_icu_24h,calibration_intercept,+0.0389,0.0388684860248289,+.4f,results/calibration/calibration_fit.csv,arm=R1_prevalence;label=deterioration_icu_24h;quantity=calibration_intercept,estimate,,record
T13,R1_prevalence|deterioration_icu_24h,calibration_intercept,-0.0577,-0.0576919426424611,+.4f,results/calibration/calibration_fit.csv,arm=R1_prevalence;label=deterioration_icu_24h;quantity=calibration_intercept,ci_lo,,record
T13,R1_prevalence|deterioration_icu_24h,calibration_intercept,+0.1297,0.1296939448564669,+.4f,results/calibration/calibration_fit.csv,arm=R1_prevalence;label=deterioration_icu_24h;quantity=calibration_intercept,ci_hi,,record
T13,R1_prevalence|deterioration_icu_24h,brier,0.1101,0.1101088603525126,.4f,results/calibration/calibration_fit.csv,arm=R1_prevalence;label=deterioration_icu_24h;quantity=brier,estimate,,record
T13,R1_prevalence|deterioration_icu_24h,brier,0.1024,0.1023528482601835,.4f,results/calibration/calibration_fit.csv,arm=R1_prevalence;label=deterioration_icu_24h;quantity=brier,ci_lo,,record
T13,R1_prevalence|deterioration_icu_24h,brier,0.1179,0.117933840928935,.4f,results/calibration/calibration_fit.csv,arm=R1_prevalence;label=deterioration_icu_24h;quantity=brier,ci_hi,,record
T13,R2_demo|deterioration_icu_24h,calibration_intercept,+0.0387,0.0387322028115547,+.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=calibration_intercept,estimate,,record
T13,R2_demo|deterioration_icu_24h,calibration_intercept,-0.0600,-0.0599724431121692,+.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=calibration_intercept,ci_lo,,record
T13,R2_demo|deterioration_icu_24h,calibration_intercept,+0.1309,0.1309208912011979,+.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=calibration_intercept,ci_hi,,record
T13,R2_demo|deterioration_icu_24h,calibration_slope,+1.4807,1.4807040365615791,+.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=calibration_slope,estimate,,record
T13,R2_demo|deterioration_icu_24h,calibration_slope,+1.0946,1.094572618632313,+.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=calibration_slope,ci_lo,,record
T13,R2_demo|deterioration_icu_24h,calibration_slope,+1.8774,1.877421136640382,+.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=calibration_slope,ci_hi,,record
T13,R2_demo|deterioration_icu_24h,brier,0.1087,0.1087113327951416,.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=brier,estimate,,record
T13,R2_demo|deterioration_icu_24h,brier,0.1011,0.1011204268874741,.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=brier,ci_lo,,record
T13,R2_demo|deterioration_icu_24h,brier,0.1164,0.1163597642698777,.4f,results/calibration/calibration_fit.csv,arm=R2_demo;label=deterioration_icu_24h;quantity=brier,ci_hi,,record
T13,R3_acqctx_pre|deterioration_icu_24h,calibration_intercept,+0.0366,0.0366442261892203,+.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=calibration_intercept,estimate,,record
T13,R3_acqctx_pre|deterioration_icu_24h,calibration_intercept,-0.0622,-0.0621744689607115,+.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=calibration_intercept,ci_lo,,record
T13,R3_acqctx_pre|deterioration_icu_24h,calibration_intercept,+0.1299,0.1298517270844192,+.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=calibration_intercept,ci_hi,,record
T13,R3_acqctx_pre|deterioration_icu_24h,calibration_slope,+1.0158,1.015838299594444,+.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=calibration_slope,estimate,,record
T13,R3_acqctx_pre|deterioration_icu_24h,calibration_slope,+0.9389,0.9388708089760636,+.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=calibration_slope,ci_lo,,record
T13,R3_acqctx_pre|deterioration_icu_24h,calibration_slope,+1.0997,1.0996935040440317,+.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=calibration_slope,ci_hi,,record
T13,R3_acqctx_pre|deterioration_icu_24h,brier,0.0926,0.0925949969644376,.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=brier,estimate,,record
T13,R3_acqctx_pre|deterioration_icu_24h,brier,0.0862,0.0861925066882705,.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=brier,ci_lo,,record
T13,R3_acqctx_pre|deterioration_icu_24h,brier,0.0993,0.0992704089243989,.4f,results/calibration/calibration_fit.csv,arm=R3_acqctx_pre;label=deterioration_icu_24h;quantity=brier,ci_hi,,record
T13,R3b_acqctx_window|deterioration_icu_24h,calibration_intercept,+0.0451,0.0451393986535284,+.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=calibration_intercept,estimate,,record
T13,R3b_acqctx_window|deterioration_icu_24h,calibration_intercept,-0.0506,-0.0506437300271487,+.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=calibration_intercept,ci_lo,,record
T13,R3b_acqctx_window|deterioration_icu_24h,calibration_intercept,+0.1348,0.1347702209587432,+.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=calibration_intercept,ci_hi,,record
T13,R3b_acqctx_window|deterioration_icu_24h,calibration_slope,+1.1785,1.1784790104489058,+.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=calibration_slope,estimate,,record
T13,R3b_acqctx_window|deterioration_icu_24h,calibration_slope,+1.0857,1.085688619091505,+.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=calibration_slope,ci_lo,,record
T13,R3b_acqctx_window|deterioration_icu_24h,calibration_slope,+1.2757,1.2757045107726064,+.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=calibration_slope,ci_hi,,record
T13,R3b_acqctx_window|deterioration_icu_24h,brier,0.0928,0.0928019745743916,.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=brier,estimate,,record
T13,R3b_acqctx_window|deterioration_icu_24h,brier,0.0864,0.0864236510350038,.4f,results/calibration/calibration_fit.csv,arm=R3b_acqctx_window;label=deterioration_icu_24h;quantity=brier,ci_lo,,record
