arm,label,auroc,ci_lo,ci_hi,seed_mean,seed_sd,seed_min,seed_max,n_items,n_groups,prevalence
R2_demo,deterioration_icu_24h,0.6016879093644892,0.5751902161404702,0.6270676370057853,0.6021651398477607,0.0018701209680319318,0.60038358559037,0.6052587847406622,6407,3626,0.12595598564070548
R2_demo,deterioration_mortality_28d,0.6962665720534094,0.6607877716107239,0.7306935309583146,0.6955563732996433,0.0009245352666297944,0.6944299441370245,0.6967831892059378,6428,3636,0.04215930304915993
R2_demo,deterioration_mortality_365d,0.7457553903828724,0.7205256134194865,0.7695757116132945,0.7448070228671387,0.0011778711185113902,0.7428421356183571,0.7457155804564555,6428,3636,0.14250155569383946
R3_acqctx_pre,deterioration_icu_24h,0.7971999468932555,0.7806223460225721,0.8138348456761821,0.7957789431757833,0.0015265282756525187,0.7936729952203929,0.7979249645955037,6407,3626,0.12595598564070548
R3_acqctx_pre,deterioration_mortality_28d,0.7586963387905765,0.7263843102091624,0.79034374590703,0.751303739121523,0.008499766766044383,0.7372573262844858,0.7579519785777685,6428,3636,0.04215930304915993
R3_acqctx_pre,deterioration_mortality_365d,0.7241058215184337,0.7029247799287801,0.7441125634113148,0.7229366376496535,0.0018522777713145641,0.7208850796356974,0.7251714797725963,6428,3636,0.14250155569383946
