estimate,ci_lo,ci_hi,p_value,n_boot,n_groups,n_finite_replicates,label,quantity,unit,gain_matched,gain_unmatched_same_rows,gain_unmatched_full_cohort,n_items,threshold,meets_target,retained_plain_baseline,retained_plain_baseline_lo,retained_plain_baseline_hi,meets_target_plain_baseline,note
0.7845591522116939,0.6307748731538337,0.9258920658320682,0.0,10000,3548,10000,deterioration_icu_24h,waveform_gain_retained,record,0.1668220141507436,0.21263153158110226,0.21563219153832547,6231,0.5,False,0.6764781501809005,0.5490609600904435,0.7829931770418737,False,"matched and unmatched are computed on the SAME rows, so the only difference is the within-stratum pair restriction. retained_plain_baseline is the alternative reading of the declared formula, with an unstratified R2_demo in the numerator."
0.8643262946951802,0.5583860363764174,1.1720172639702002,0.0,10000,3287,10000,deterioration_mortality_28d,waveform_gain_retained,record,0.13119482731918852,0.1517885411150851,0.1510508843922287,5609,0.5,False,0.5518057415431737,0.18220131841177004,0.8262147783670315,False,"matched and unmatched are computed on the SAME rows, so the only difference is the within-stratum pair restriction. retained_plain_baseline is the alternative reading of the declared formula, with an unstratified R2_demo in the numerator."
0.9312685143325508,0.6631449879694848,1.1583142395277883,0.0,10000,3582,10000,deterioration_mortality_365d,waveform_gain_retained,record,0.076862858510511,0.08253565682460484,0.08366561087836943,6322,0.5,False,0.6148006131260375,0.30138295941309645,0.8243525409363945,False,"matched and unmatched are computed on the SAME rows, so the only difference is the within-stratum pair restriction. retained_plain_baseline is the alternative reading of the declared formula, with an unstratified R2_demo in the numerator."
