difference,ci_lo,ci_hi,p_value,n_boot,n_groups,label,contrast,p_holm
0.19551203752876622,0.16485813972740418,0.2266748795077694,0.0,10000,3626,deterioration_icu_24h,R3_acqctx_pre - R2_demo,0.0
0.06242976673716716,0.016541558854621607,0.10822110425726932,0.0108,10000,3636,deterioration_mortality_28d,R3_acqctx_pre - R2_demo,0.0216
-0.021649568864438695,-0.05233405862931693,0.009792645485666971,0.177,10000,3636,deterioration_mortality_365d,R3_acqctx_pre - R2_demo,0.177
